序号,代码,名称,第二板日期,买入日,买入价,卖出日,卖出价,净收益率,回调等待天数,第二板成交额(亿)
1905,002112,三变科技,20220719,20220726,7.671,20220729,7.978,3.9045%,5,2.76
1906,002168,ST惠程,20220719,20220801,6.063,20220804,4.528,-25.4222%,9,4.97
1907,002523,天桥起重,20220719,20220726,3.477,20220729,3.603,3.5373%,5,9.12
1908,002616,长青集团,20220719,20220725,5.293,20220728,5.057,-4.5434%,4,2.84
1909,002715,登云股份,20220719,20220803,15.506,20220808,16.440,5.9237%,11,0.32
1910,002765,蓝黛科技,20220719,20220725,8.804,20220728,11.344,28.7484%,4,6.73
1911,002896,中大力德,20220719,20220808,30.349,20220811,29.996,-1.2637%,14,1.64
1912,603085,天成自控,20220719,20220727,12.806,20220801,13.543,5.6536%,6,1.39
1913,603421,鼎信通讯,20220719,20220726,9.319,20220729,8.750,-6.2064%,5,0.63
1914,603758,秦安股份,20220719,20220726,10.415,20220729,10.575,1.4315%,5,3.46
1915,605088,冠盛股份,20220719,20220727,16.407,20220801,19.699,19.9640%,6,0.29
1916,000158,常山北明,20220720,20220727,6.756,20220801,6.480,-4.1942%,5,14.62
1917,000890,法尔胜,20220720,20220726,4.912,20220729,4.848,-1.4207%,4,1.00
1918,002173,创新医疗,20220720,20220726,6.873,20220729,7.016,1.9813%,4,0.30
1919,002209,达意隆,20220720,20220726,7.905,20220729,8.437,6.6278%,4,0.70
1920,002641,公元股份,20220720,20220726,4.972,20220729,5.237,5.2272%,4,2.82
1921,600343,航天动力,20220720,20220726,11.916,20220729,12.154,1.8970%,4,4.80
1922,600686,金龙汽车,20220720,20220726,7.369,20220729,7.391,0.2070%,4,5.81
1923,600872,中炬高新,20220720,20220726,34.749,20220729,33.835,-2.7311%,4,23.59
1924,600992,贵绳股份,20220720,20220725,17.856,20220728,17.338,-2.9987%,3,4.59
1925,600996,贵广网络,20220720,20220801,10.975,20220804,10.005,-8.9423%,8,4.57
1926,603055,台华新材,20220720,20220729,14.418,20220803,14.174,-1.7944%,7,1.40
1927,603527,众源新材,20220720,20220727,17.239,20220801,22.089,28.0365%,5,2.14
1928,603869,ST智知,20220720,20220726,8.818,20220729,8.890,0.7068%,4,2.26
1929,000782,恒申新材,20220721,20220727,5.423,20220801,5.457,0.5373%,4,1.15
1930,002121,科陆电子,20220721,20220727,9.115,20220801,10.045,10.1081%,4,11.25
1931,002204,大连重工,20220721,20220728,8.166,20220802,7.408,-9.3797%,5,32.27
1932,002441,众业达,20220721,20220726,9.735,20220729,10.505,7.8085%,3,4.68
1933,002502,ST鼎龙,20220721,20220726,3.702,20220729,3.728,0.6101%,3,5.53
1934,002520,日发精机,20220721,20220726,6.833,20220729,7.156,4.6268%,3,10.34
1935,002529,海源复材,20220721,20220727,20.820,20220801,23.148,11.0814%,4,8.16
1936,002963,豪尔赛,20220721,20220726,12.866,20220729,12.974,0.7322%,3,0.56
1937,600869,远东股份,20220721,20220801,7.024,20220804,6.567,-6.6038%,7,14.91
1938,603969,银龙股份,20220721,20220726,5.033,20220729,5.347,6.1555%,3,3.42
1939,000056,ST皇庭,20220722,20220801,5.253,20220804,4.518,-14.0908%,6,4.91
1940,002011,盾安环境,20220722,20220729,17.889,20220803,18.161,1.4204%,5,11.38
1941,002037,保利联合,20220722,20220728,9.962,20220802,9.432,-5.4172%,4,0.64
1942,002077,大港股份,20220722,20220728,8.564,20220802,9.105,6.2189%,4,9.53
1943,002150,正泰电源,20220722,20220802,9.745,20220805,8.676,-11.0720%,7,4.34
1944,002617,露笑科技,20220722,20220803,13.707,20220808,14.593,6.3628%,8,26.73
1945,002911,佛燃能源,20220722,20220804,9.460,20220809,8.666,-8.4941%,9,2.22
1946,603088,宁波精达,20220722,20220805,8.534,20220810,8.926,4.4847%,10,6.42
1947,000826,ST启环,20220725,20220729,4.102,20220803,3.498,-14.8195%,4,3.95
1948,002766,索菱股份,20220725,20220729,7.064,20220803,6.237,-11.8031%,4,5.70
1949,603335,迪生力,20220725,20220801,7.414,20220804,7.816,5.3276%,5,1.57
1950,603595,ST东尼,20220725,20220801,50.574,20220804,53.962,6.5985%,5,6.14
1951,000671,ST阳光城,20220726,20220801,2.201,20220804,1.969,-10.6440%,4,7.42
1952,002369,卓翼科技,20220726,20220803,5.783,20220808,5.267,-9.0147%,6,4.48
1953,002543,万和电气,20220726,20220801,7.731,20220804,6.874,-11.1893%,4,3.53
1954,002799,环球印务,20220726,20220801,12.630,20220804,11.748,-7.0847%,4,1.96
1955,605162,新中港,20220726,20220801,10.095,20220804,9.175,-9.2098%,4,3.57
1956,002168,ST惠程,20220727,20220801,6.063,20220804,4.528,-25.4222%,3,15.66
1957,002290,禾盛新材,20220727,20220803,7.884,20220808,7.616,-3.4961%,5,1.46
1958,002395,双象股份,20220727,20220801,9.495,20220804,8.276,-12.9375%,3,1.85
1959,002552,宝鼎科技,20220727,20220801,17.619,20220804,17.541,-0.5403%,3,5.17
1960,002593,日上集团,20220727,20220804,4.082,20220809,3.878,-5.0970%,6,2.23
1961,002622,皓宸医疗,20220727,20220802,3.692,20220805,3.518,-4.8024%,4,1.52
1962,002765,蓝黛科技,20220727,20220802,10.385,20220805,10.095,-2.8947%,4,6.10
1963,002846,英联股份,20220727,20220801,7.155,20220804,6.708,-6.3468%,3,0.44
1964,002865,钧达股份,20220727,20220804,109.843,20220809,124.583,13.3190%,6,5.78
1965,601700,风范股份,20220727,20220802,5.774,20220805,5.828,0.8387%,4,0.37
1966,603728,鸣志电器,20220727,20220808,38.360,20220811,47.557,23.8755%,8,1.79
1967,605133,嵘泰股份,20220727,20220802,23.711,20220805,22.542,-5.0308%,4,2.96
1968,000421,南京公用,20220728,20220802,5.243,20220805,4.668,-11.0669%,3,3.60
1969,000595,新能股份,20220728,20220804,6.213,20220809,5.647,-9.2087%,5,10.72
1970,000837,秦川机床,20220728,20220805,11.246,20220810,10.265,-8.8212%,6,4.22
1971,002058,威尔泰,20220728,20220803,14.077,20220808,13.393,-4.9571%,4,0.60
1972,002139,拓邦股份,20220728,20220805,14.250,20220810,14.396,0.9223%,6,19.32
